"Attribute ID";"Product ID";Refference;"Supplier Refference";Location;ean13;UPC;"Wholesale Price";Price;"Unit Price Impact";Ecotax;"Minimal Quantity";Quantity;Weight;"Default On";"Available Date";Values;Image
156;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,38,42;
157;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,38,45;
158;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,38,46;
159;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;5,41,42;
160;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;5,41,45;
161;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;5,41,46;
162;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;10,41,42;
163;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;10,41,45;
164;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;10,41,46;
165;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;13,41,42;
166;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;13,41,45;
167;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;13,41,46;
168;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,41,42;
169;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,41,45;
170;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,41,46;
171;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,41,42;
172;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,41,45;
173;2;00102;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,41,46;
179;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;1;0000-00-00;8,42;
180;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;8,44;
181;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;8,46;
182;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;10,42;
183;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;10,44;
184;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;10,46;
185;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,42;
186;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,44;
187;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,46;
188;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,42;
189;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,44;
190;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,46;
191;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;16,42;
192;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;16,44;
193;3;00103;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;16,46;
203;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;1;0000-00-00;11,37,43;
204;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,37,46;
205;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,37,43;
206;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,37,46;
207;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,37,43;
208;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,37,46;
209;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,38,43;
210;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,38,46;
211;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,38,43;
212;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,38,46;
213;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,38,43;
214;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,38,46;
215;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,41,43;
216;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,41,46;
217;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,41,43;
218;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,41,46;
219;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,41,43;
220;4;00104;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,41,46;
224;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;1;0000-00-00;10,42;
225;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;10,43;
226;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;10,44;
227;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;10,45;
228;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;10,46;
229;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,42;
230;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,43;
231;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,44;
232;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,45;
233;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,46;
234;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,42;
235;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,43;
236;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,44;
237;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,45;
238;5;00105;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,46;
242;6;00106;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;1;0000-00-00;11,25;
243;6;00106;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,25;
244;6;00106;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;24,25;
245;6;00106;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,26;
246;6;00106;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,26;
247;6;00106;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;24,26;
248;6;00106;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,27;
249;6;00106;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,27;
250;6;00106;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;24,27;
256;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;1;0000-00-00;25,37;
257;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;25,38;
258;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;25,39;
259;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;25,40;
260;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;25,41;
261;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;26,37;
262;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;26,38;
263;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;26,39;
264;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;26,40;
265;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;26,41;
266;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;27,37;
267;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;27,38;
268;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;27,39;
269;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;27,40;
270;7;00107;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;27,41;
475;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;1;0000-00-00;5,32,42;
476;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;5,32,44;
477;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,32,42;
478;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,32,44;
479;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;5,34,42;
480;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;5,34,44;
481;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,34,42;
482;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,34,44;
483;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;5,36,42;
484;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;5,36,44;
485;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,36,42;
486;8;00108;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,36,44;
283;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;1;0000-00-00;37,42;
284;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;37,45;
285;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;37,46;
286;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;38,42;
287;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;38,45;
288;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;38,46;
289;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;39,42;
290;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;39,45;
291;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;39,46;
292;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;41,42;
293;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;41,45;
294;9;00109;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;41,46;
297;10;00110;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;1;0000-00-00;39,42;
298;10;00110;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;39,46;
299;10;00110;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;40,42;
300;10;00110;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;40,46;
310;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;1;0000-00-00;11,37,42;
311;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,37,43;
312;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,37,46;
313;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,37,42;
314;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,37,43;
315;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,37,46;
316;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,38,42;
317;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,38,43;
318;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,38,46;
319;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,38,42;
320;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,38,43;
321;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,38,46;
322;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,41,42;
323;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,41,43;
324;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;11,41,46;
325;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,41,42;
326;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,41,43;
327;11;00111;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;14,41,46;
332;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;1;0000-00-00;8,28;
333;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,28;
334;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;16,28;
335;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;24,28;
336;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;8,29;
337;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,29;
338;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;16,29;
339;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;24,29;
340;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;8,30;
341;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,30;
342;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;16,30;
343;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;24,30;
344;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;8,31;
345;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;15,31;
346;12;00112;;;;;0.000000;0.000000;0.000000;0.000000;1;100;0.000000;;0000-00-00;16,31;
